Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Antigua and Barbuda,ATG,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.18662,,,,,,,,,81.2388299999999,80.04476,,83.93686,,72.92318,74.38641,,,,
Australia,AUS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.88789,86.86433,87.02171,88.67717,,,,,,,,,,,,,,,,,,,93.81921,93.27581,,,
Austria,AUT,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,68.60957,68.57248,,68.16386,70.17104,70.52792,,,,,,,,,,,,,,,,,,,,,,,88.4739699999999,88.42819,,88.40836,88.4619,88.6034899999999,89.18387,89.26828,88.2188199999999,88.18785,87.97066,86.81937,86.61554,86.07782,86.07355,86.34677,86.5447,87.3731899999999,,,
Azerbaijan,AZE,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87927,87.78797,,
Burundi,BDI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,2.07702,2.10319,,,2.18136,,2.56293,2.40072,2.48609,2.70591,2.93883,3.25468,,,,,,5.17555,,,,,,,,,,,,,,,,13.50033,15.59209,17.28617,18.79482,21.7847,26.38941,29.39363,32.78147,28.92207,,
Belgium,BEL,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,78.01196,,,,,,,,,,,,,,,,95.98406,97.97036,99.04244,97.67064,,,93.5805699999999,93.23441,94.11793,94.64411,96.3479399999999,97.69044,97.54728,97.9871,96.35854,94.63302,93.46628,92.69004,92.56495,93.15716,93.64263,93.83281,93.65107,94.11758,,,
Benin,BEN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4436,18.88049,,,,,,,,,,,,43.42819,,46.58097,,,,
Burkina Faso,BFA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,2.46756,,2.99355,3.50964,,,5.27344,,,6.67478,6.8609,6.86524,,,,,8.63831,,7.98013,,9.48720999999999,10.55512,11.39514,12.2104,12.92052,14.773,15.822,16.48295,18.46052,19.74493,21.6619,,26.53383,28.10485,29.1422,,
Bangladesh,BGD,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,16.14899,14.17164,,,,15.57795,,18.88514,,,,19.12021,,,,,,,,,,,40.46717,43.50306,44.81338,46.05544,47.16781,46.96184,43.75416,42.49755,43.16714,43.97517,,44.90227,46.16509,45.80384,48.07969,52.51006,,57.14143,62.99614,61.55186,,
Bulgaria,BGR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36506,84.3005699999999,84.484,85.23215,86.45747,87.28328,87.63812,84.92357,85.79469,85.90488,85.11177,84.9237799999999,84.1906599999999,83.42115,83.93377,85.70873,86.69788,90.01691,91.03623,91.29374,90.3064799999999,,,
Bahrain,BHR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,44.49664,47.30355,50.78448,,,58.75061,69.9067,67.10597,72.6233,76.8298499999999,73.83914,,75.80844,,,84.70331,,90.47582,91.90458,,85.39812,85.4143799999999,84.76687,88.14957,88.95519,86.03664,85.76261,86.78015,87.79237,88.17641,,84.73708,85.12614,86.12079,87.53958,84.04736,85.32917,88.2504,91.06685,93.07504,92.9223,,
Bahamas The,BHS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,90.39388,,,90.44068,,,,,,,,89.13072,89.39506,85.76996,,,,,70.83905,,,,,79.61817,82.89832,84.92215,87.28192,86.13712,84.0206199999999,82.6876,,,,,,82.10429,,,
Bosnia and Herzegovina,BIH,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.34072,94.61457,95.69298,96.68358,97.36811,97.90852,97.20477,95.84784,,
Belize,BLZ,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.26542,58.58225,60.15394,,68.07894,,65.04903,64.77519,64.21735,63.41598,63.74815,63.68799,65.40976,67.5127399999999,69.20813,69.3289999999999,69.51743,72.2212799999999,70.46629,,
Bermuda,BMU,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,64.90172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2124,73.19643,,,,,,,,
Bolivia,BOL,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.81584,63.96753,68.63842,71.53229,73.9051,74.66176,74.24643,73.53164,72.58013,73.28939,73.19916,72.7948399999999,74.00776,75.7282199999999,76.53586,77.58306,77.98679,77.6195199999999,,
Brazil,BRA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1817,,78.79924,,77.95811,76.39968,82.04583,81.92489,81.6890899999999,82.3277899999999,,,
Barbados,BRB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,80.43386,,,84.58808,82.89977,82.89577,83.93738,87.79047,,,,81.8216,78.87544,,,,,,,,,94.89491,91.89882,86.51719,87.6524699999999,89.51264,93.06996,92.20516,91.75425,92.13374,88.23348,84.40657,85.17822,88.81582,,,99.43953,98.62752,96.4576699999999,96.17328,,
Brunei Darussalam,BRN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,49.52034,49.23325,50.25257,51.61957,50.98852,52.35966,54.22177,51.36221,,,,,,,67.87057,64.05772,65.11097,66.43841,,,,,,,,,,,88.26248,89.37083,87.73693,87.6057,89.18505,90.15633,90.98911,92.97257,90.84733,86.87595,84.54721,83.19064,83.41458,,
Bhutan,BTN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24893,19.93888,22.13499,23.92033,,,,33.57333,36.42178,,43.7543,45.70006,50.10702,51.38493,54.55621,57.44859,60.89657,62.87235,63.50634,65.71301,,
Botswana,BWA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,5.6813,6.37411,7.71013,8.704,10.11277,11.33247,12.27787,12.22111,12.28551,14.05877,15.20242,,,18.84725,21.62693,23.04194,,,27.8843,30.96365,38.32257,38.35551,41.39398,40.4476,40.01816,,,57.74787,53.07062,55.99332,,55.54727,57.44307,,,,,,,,,,,,,,,,
Central African Republic,CAF,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,3.96807,4.72963,5.31753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41686,,13.85553,13.70353,,,,,13.02482,,
Canada,CAN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.69728,,,,,,,,,,,,,,,,,,92.30925,91.76743,91.35084,92.85789,99.6513499999999,,,
Central Europe and the Baltics,CEB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.19854,81.06214,81.73322,81.41401,82.69076,83.84649,85.34835,86.5626,87.06244,86.70137,87.72273,87.89685,88.23333,88.71747,88.57206,88.64017,88.45897,88.2715,89.24624,88.92344,89.0433,88.69125,88.66732,,
Switzerland,CHE,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,78.6320099999999,78.42899,78.14103,78.03125,77.90225,77.45893,77.05739,76.97422,76.64667,77.1701099999999,77.98456,78.73539,79.8318,80.88631,,,,,84.3565,84.37018,83.84098,83.06111,83.03774,83.6549299999999,84.39144,84.89185,84.53273,84.21842,83.33893,83.39587,82.92617,80.90706,83.29515,84.22138,84.8867099999999,85.59765,,,
Channel Islands,CHI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9396,89.13355,86.73595,87.43486,86.93432,85.19007,87.50297,87.43066,87.31101,87.08996,,,
China,CHN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70526,,35.49985,38.97937,,
Cameroon,CMR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,6.9118,7.71216,8.54364,9.1676,10.21347,11.17971,12.11957,13.23488,13.88706,14.39937,15.25382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75921,42.1588,45.18888,46.28376,47.30034,,,
Congo Dem. Rep.,COD,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48538,17.61571,18.29841,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Rep.,COG,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,17.13628,,27.87669,,35.89677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06721,68.90559,72.2979299999999,73.89689,77.22238,78.76178,80.94201,79.19358,79.6435599999999,78.5858,78.29431,78.7136,78.84866,,
Comoros,COM,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.41592,44.7685,,,42.97789,,
Cabo Verde,CPV,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48316,,,,,,,23.84285,,,,,,,,56.59532,57.0827,56.7126,60.30476,61.10006,63.22125,,65.70177,65.1983599999999,,65.79258,65.31555,64.48539,64.60051,64.62145,64.37325,,
Costa Rica,CRI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,22.72609,,,31.3104,34.45676,34.56817,35.00872,,,37.99738,,38.68593,37.11374,,,34.35747,35.18042,36.07046,,36.6707,37.52984,38.01551,40.4069,41.24215,43.14664,43.2652,42.84385,,,,,,,,,,,,,,,75.857,75.9686,77.12327,78.12176,80.52427,82.74099,,,
Caribbean small states,CSS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,47.87072,52.9689,54.853,55.9117,57.27206,58.47823,60.96292,58.90061,58.75942,59.28625,59.0609,60.44559,60.76367,61.76395,63.32184,62.75707,63.81686,65.09015,65.15327,64.1623,65.96217,67.61058,69.24763,70.8299,71.74206,73.09076,72.61493,73.40888,73.63015,73.12262,75.16815,74.57453,74.66525,75.02107,75.12061,74.96346,74.63689,75.32544,74.17823,73.62203,73.71748,73.74292,74.50903,74.69646,,
Cuba,CUB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,19.8413,21.79819,25.82842,,,,,59.28777,,,,,,,67.66937,67.19401,67.93359,69.38258,69.45268,69.42015,67.42104,,60.42791,,,,,76.06949,80.85852,82.75011,83.05207,85.3895299999999,85.02561,85.94231,87.03256,86.31156,85.45211,83.97969,87.17502,87.8451,87.25837,88.49686,86.8966,85.69486,86.61969,86.66566,,
Curacao,CUW,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,51.2254,53.41495,57.92111,60.63436,58.58966,63.06109,63.54257,61.74716,61.92533,62.1452,62.03097,60.88113,60.91287,,,,,,,,,,,89.53134,89.54795,89.61305,89.00555,,87.81234,88.0464,88.30934,91.67274,92.80423,93.0075899999999,94.10166,94.0590799999999,95.09996,95.80445,95.52999,88.83383,89.68342,91.83179,93.17237,94.71498,94.63238,,,,
Czech Republic,CZE,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.47405,89.18668,,89.67769,,,,,,,,,87.74055,88.83336,90.12882,90.99919,,,
Germany,DEU,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,9.0938,9.36461,9.96238,9.3606,,,,,,,,,11.44094,,,,14.17161,14.71379,,19.27389,21.25061,,,25.72418,,,,,,,35.01368,,,,
Dominica,DMA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08598,83.87143,81.84823,,87.73487,89.06502,88.16772,76.91341,,,76.59367,80.15759,78.93563,,,,86.32093,93.17315,,,
Denmark,DNK,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,87.9823,87.78228,87.04901,85.0806999999999,83.92338,83.29392,83.56807,84.6473,86.31438,87.10454,87.11601,86.75411,86.55325,87.08292,86.71742,87.28194,,87.9482,,88.60073,89.47715,91.05446,93.9232899999999,91.19584,91.5766299999999,89.38548,89.25364,89.33815,89.83615,90.13329,91.17921,90.22601,90.11379,89.44974,89.40345,89.88581,,,
Dominican Republic,DOM,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03621,39.91514,,50.04757,,49.12451,52.24584,,60.65402,59.14374,62.467,61.98443,61.67556,62.48759,64.22828,65.45832,66.00187,66.54651,,,
Algeria,DZA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,9.28236,,,,,,,,,,,,,38.7788,,,,,,,,,,,52.2496,52.75812,52.61404,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.59791,61.87447,62.60461,63.47514,63.39435,64.66628,65.92668,66.597,67.31778,69.06073,68.95745,70.14909,71.94546,73.86871,74.34404,75.41966,78.26183,78.09192,77.51636,78.07833,,
Early-demographic dividend,EAR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.43134,42.03694,42.59532,43.40188,,43.34814,44.70998,45.47938,46.81134,48.35877,49.59956,50.70511,52.10556,54.01928,55.21351,55.31452,57.07323,59.15252,60.58569,61.8884,62.46203,63.00975,63.33521,63.36541,,
East Asia & Pacific,EAS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3312,64.35122,64.88775,65.58401,65.41323,66.54248,67.69712,68.36138,69.05717,70.75252,70.7265,71.9469,73.69531,75.53985,76.06848,77.11259,79.7422,79.58008,79.01915,79.54726,,
Europe & Central Asia (excluding high income),ECA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.80758,81.46884,83.28685,83.2396,83.52871,81.90661,80.55729,81.26776,82.08605,82.16832,81.93479,83.95342,85.60562,86.21228,88.34308,89.10084,90.00997,89.82876,90.17304,,
Europe & Central Asia,ECS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,78.94773,79.27933,79.61483,79.88866,80.46704,81.35866,81.76853,81.90846,81.9088,81.73258,81.50309,,,,,83.41115,83.3002,82.81221,83.41307,84.42316,85.66847,86.04552,86.43003,85.8054,85.64311,86.04083,86.27535,86.61476,86.53678,87.77383,88.24398,88.39936,89.64901,90.34875,91.01175,90.933,91.11647,,
Ecuador,ECU,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35095,47.35102,47.88279,48.58881,49.88866,49.83054,50.60197,52.97725,54.43452,56.07133,,,73.14935,75.8450299999999,79.00244,81.8152,83.01271,85.42064,87.16287,88.24941,,
Egypt Arab Rep.,EGY,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,25.94949,25.68487,28.38243,28.21113,,,,,,,,,,,,,,,,,,,,63.19745,,,,,,,,,,,,,,,,,,,,79.09208,,81.49493,81.4488499999999,,
Euro area,EMU,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,72.71946,73.52551,74.59193,75.08537,75.51669,76.14419,76.16156,76.50398,76.98237,77.34886,77.96258,79.14575,79.72682,79.88511,80.16179,80.2743,81.35745,82.8614,85.50874,88.17515,88.34153,88.61219,88.26436,86.19324,86.35586,86.44348,86.81561,87.60627,88.04407,89.08245,90.29291,90.838,90.44455,91.06177,91.05549,91.3657,91.0084,90.9434,90.45613,90.57256,90.81588,91.01842,91.06139,,
Eritrea,ERI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38598,12.25421,,14.33084,,17.7596,19.84224,19.62268,20.18523,20.81337,22.60978,24.41681,26.06865,26.92984,28.47982,30.74155,33.11135,33.5172,34.29206,31.00513,30.81142,27.36064,,26.38822,,
Spain,ESP,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,45.82744,45.0666,51.90791,,57.89554,61.30969,64.37183,66.12034,68.9422,72.27485,73.42343,,,,,,,,,,,,,,,,,,86.99599,88.54198,90.12665,90.73726,91.13262,92.29653,93.18613,92.81908,92.78081,93.00406,93.53488,94.6759299999999,94.82481,95.5788,96.11632,96.22396,96.1263,96.26571,,,
Estonia,EST,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7590699999999,83.95348,85.07887,85.7722,88.4054,89.4796999999999,91.47287,93.4120499999999,93.78821,92.90516,91.91042,91.2604099999999,90.95348,91.33162,91.23291,91.96718,92.4976,93.67085,94.2014,,,
Ethiopia,ETH,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92502,12.43677,13.15602,14.93524,,,,,,,,,,,,30.21553,30.9552,,,,
European Union,EUU,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,73.17083,73.94189,74.92393,75.41788,75.89033,76.55412,76.97639,77.45475,77.88713,78.13977,78.76612,79.91075,80.49478,80.67245,80.96925,81.11398,81.33511,82.00935,84.94668,86.91353,87.02018,87.35635,87.1902,86.01169,86.54123,86.8878,87.53482,88.44746,88.84356,89.30825,90.42675,90.41266,90.11283,90.83038,91.04366,91.47437,90.77394,90.4607,90.81323,91.31905,91.66939,91.58532,91.62029,,
Fragile and conflict affected situations,FCS,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25391,22.20342,22.32354,22.93172,23.69668,23.8957,24.12194,24.74401,24.93929,25.91601,26.55682,26.91305,28.57594,30.3696,30.97736,32.05871,32.45954,33.91896,34.97769,35.62723,35.96953,36.52365,35.40603,35.81054,36.29581,36.59798,37.2353,,
Finland,FIN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,70.421,,,,,,,,84.82012,,,,,,,,,,,,92.9061,,94.72554,94.63973,92.20016,92.44898,93.15815,97.17798,94.4922,94.4777299999999,94.18191,94.39933,94.95765,95.1018799999999,95.79189,96.22216,95.80963,94.97208,94.24573,93.91124,93.49709,92.87603,94.48457,94.61022,95.25591,95.93825,,,
Fiji,FJI,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.57828,72.25928,74.78169,75.83065,76.47329,83.26402,,85.49329,81.38579,,80.63477,,84.74558,83.43231,,,,,,,
France,FRA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,76.17674,77.1638,,77.52453,78.05855,78.5476,78.79866,79.69842,,82.01264,82.3058,82.37819,82.32571,82.58472,83.1920899999999,,88.7821699999999,89.77212,95.55233,96.16913,95.40358,94.67073,,93.11717,89.9150499999999,89.6317,89.28409,89.03434,88.89251,92.63271,92.66312,92.60787,92.59771,92.6832,92.55883,92.8660699999999,93.22666,93.3934699999999,93.58065,93.59979,93.76215,,,
Faroe Islands,FRO,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia Fed. Sts.,FSM,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,70.2060599999999,70.56311,71.1462899999999,76.45491,76.39166,77.31349,76.8501299999999,76.07677,75.47914,,76.75169,77.53624,78.7803,78.84724,,80.20307,80.04248,,,78.37694,80.9375,83.57431,91.99511,93.83422,94.75153,93.8668299999999,92.70295,93.44284,94.59563,94.626,94.89609,95.60211,95.43812,94.99578,95.5227699999999,92.3187,91.18801,92.67122,94.55457,96.30471,93.13931,91.19951,94.42117,97.88999,98.89295,97.80207,,,
Georgia,GEO,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.56819,76.61297,,75.5336499999999,76.15766,,,,,74.5779,75.79976,79.76898,81.06379,78.83109,,,,87.91479,91.1914199999999,93.58789,95.503,97.74016,,
Ghana,GHA,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.07758,32.62935,31.02073,32.63023,33.71185,,37.66555,39.07536,44.37817,44.92585,43.25355,,,,53.18856,52.69803,56.23891,56.16494,56.2,,
Gibraltar,GIB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00552,,,7.35112,6.92509,,,,,,,,,11.42638,,15.63927,17.65926,18.92387,20.22912,23.27523,25.84085,,,,,30.76315,,,32.99911,,,,,
Gambia The,GMB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,8.15178,8.2486,,,,13.11768,14.38209,14.61557,14.16425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,2.62659,3.40414,,3.45692,,,,,,,,,,,,,,,,8.29444999999999,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,School enrollment secondary (% net),SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57249,,18.05285,,,,20.26965,,,,,,,,,,,,,,
